season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
-0.46171022740011675,0.9964714943521246,-0.7469942721950096,-1.3831537655481707,-0.1695660423142885,-0.002290049350023044,0.6838184501893756,0.8959758219618577,0.010056281526753526,0.04626494011610622,-1.0732708006976854,0.03723121700026167,9
1.3475037897757305,-1.0035410000866802,0.7106402793516672,0.060784272012736666,-0.1695660423142885,-0.9972347044582679,0.6838184501893756,0.8959758219618577,0.9423272239116945,0.9258089167868424,0.8407691919645905,-0.20699070774580408,209
-0.46171022740011675,0.9964714943521246,-0.7469942721950096,-1.6719413730603523,-0.1695660423142885,-0.002290049350023044,0.6838184501893756,-0.6666830847286082,-0.8186290005931937,-1.0084916229362677,-1.383655664372649,1.872173799236642,30
-0.46171022740011675,0.9964714943521246,-0.16394045157633888,0.4939656832810089,-0.1695660423142885,-1.4947070320123903,-1.4623764534622634,-0.6666830847286082,1.0459128841766874,0.9258089167868424,-1.4871172855976367,-1.5526699038298313,644
1.3475037897757305,0.9964714943521246,1.0021671896610025,-0.22800333549944482,-0.1695660423142885,-0.002290049350023044,0.6838184501893756,-0.6666830847286082,0.32081326232173407,0.31024416794274534,-0.5559626945727458,0.8936470269319353,217
0.44289678118780695,-1.0035410000866802,0.4191133690423318,-1.0943661580359894,-0.1695660423142885,0.9926546057582218,0.6838184501893756,-0.6666830847286082,0.631570243116714,0.4860369284514743,1.3063464874770359,-1.5526699038298313,8
-1.3663172359880404,0.9964714943521246,-1.3300480928136804,0.6383594870370997,-0.1695660423142885,-1.4947070320123903,-1.4623764534622634,-0.6666830847286082,-0.7150433403282005,-0.8326988624275388,-1.5905789068226246,0.5264946031526148,339
0.44289678118780695,-1.0035410000866802,0.7106402793516672,0.9271470945492811,-0.1695660423142885,1.4901269333123444,-1.4623764534622634,-0.6666830847286082,1.149498544441681,1.1016016772955712,-0.24557783089778254,0.03723121700026167,360
0.44289678118780695,0.9964714943521246,0.4191133690423318,0.9271470945492811,-0.1695660423142885,-0.9972347044582679,0.6838184501893756,-0.6666830847286082,1.4602555252366616,1.3650007309951189,-0.5559626945727458,0.5264946031526148,834
0.44289678118780695,0.9964714943521246,0.4191133690423318,-1.6719413730603523,-0.1695660423142885,0.9926546057582218,0.6838184501893756,-0.6666830847286082,0.9423272239116945,-1.3600771439537256,-0.29730864151027653,-0.20699070774580408,88
